date,section.name,headline.main,headline.print,headline.kicker,material,,,
1/15/2021,World,She Killed an American in 2012. Why Was She Freed in the Taliban Deal?,"In Taliban Deal, Divide Over Release of a Killer",NA,News,,,
2/15/2021,U.S.,Adam Kinzinger’s Lonely Mission,Lonely Quest To Repudiate Trump Wing,NA,News,,,
2/16/2021,U.S.,"Stay or Go? Biden, Long a Critic of Afghan Deployments, Faces a Deadline",Test for Biden: Can U.S. Exit Afghanistan?,NA,News,,,
2/17/2021,U.S.,Promotions for Female Generals Were Delayed Over Fears of Trump’s Reaction,Pentagon to End Delay On Elevating 2 Women To 4-Star Commands,NA,News,,,
1/16/2021,World,Uganda’s Leader of 35 Years Is Re-elected Amid Accusations of Vote-Rigging,Ugandan President Retains 35-Year Grip on Power,NA,News,,,
2/23/2021,U.S.,"Blinken, Without Leaving Home, Tries to Mend Fences With Allies Abroad","Blinken Is Mending Diplomatic Fences, Without Leaving Home",NA,News,,,
1/17/2021,World,"‘There Is No Safe Area’: In Kabul, Fear Has Taken Over",Fear of Sudden Death Governs Capital as Attacks Pick Off Afghans,Kabul Dispatch,News,,,
2/24/2021,U.S.,"On the Front Lines of Diplomacy, but at the Back of the Line for a Vaccine",U.S. Diplomats Desperate for Vaccines and Dismayed by the Government,NA,News,,,
2/25/2021,U.S.,Afghan Government Backs Repatriation of Guantánamo Detainee,Afghanistan  Files Brief For Return  Of Detainee,NA,News,,,
3/4/2021,U.S.,"Passed Over 3 Times, a Black Marine Colonel Is Being Promoted to General","Black Colonel, Denied Promotion 3 Times, Is Poised to Shatter a Barrier",NA,News,,,
1/20/2021,World,Will Biden Be an Activist President on the World Stage?,"Even With a To-Do List at Home, Biden Vows to Build Rapport Abroad",NA,News,,,
3/4/2021,U.S.,A College President Worried About the Risks of Dorm Isolation. So He Moved In.,"Worried About His Students, College President Moves Into the Dorms",NA,News,,,
3/5/2021,U.S.,Biden Seeks Update for a Much-Stretched Law That Authorizes the War on Terrorism,Biden Seeks Update for Much-Stretched Law That Authorizes the War on Terrorism,NA,News,,,
3/8/2021,U.S.,Remote C.I.A. Base in the Sahara Steadily Grows,C.I.A. Surveils Extremists From Growing Saharan Base,NA,News,,,
3/8/2021,U.S.,The Officers Danced at a Black Lives Matter Rally. Then They Stormed the Capitol.,"After Rally and Riot, a Virginia County Fractures",NA,News,,,
3/14/2021,U.S.,"Police Shrugged Off the Proud Boys, Until They Attacked the Capitol",Proud Boys Got Bigger as Police Looked Away,NA,News,,,
1/26/2021,World,Biden and Putin Agree to Extend Nuclear Treaty,"In First Call, Biden and Putin Agree to Extend Nuclear Treaty",NA,News,,,
3/17/2021,U.S.,Biden Says Withdrawing U.S. Forces From Afghanistan by May Deadline Is ‘Tough’,"Afghanistan Exit by May 1 Will Be Tough, Biden Says",NA,News,,,
1/28/2021,World,"In Afghanistan, Follow the White High-Tops and You’ll Find the Taliban","When White Hightops Exude Fear, Not Fashion",Afghanistan Dispatch,News,,,
1/28/2021,World,German Neo-Nazi Sentenced to Life for Murder of Merkel Ally,German Neo-Nazi Is Sentenced  To Life for Assassinating Backer  Of Merkel’s Policy on Refugees,NA,News,,,
1/29/2021,World,Violence May Delay U.S. Troop Withdrawal From Afghanistan,Wave of Violence Across Afghanistan May Delay U.S. Troop Withdrawal,NA,News,,,
3/18/2021,U.S.,Liberals Grow Impatient With Biden’s Foreign Policy Decisions,"Two Months In, Liberals Grow Impatient With Biden’s Foreign Policy Actions",NA,News,,,
3/18/2021,U.S.,"As Biden and Xi Begin a Careful Dance, a New American Policy Takes Shape",A Pivotal Reset On China Policy By Biden’s Team,NA,News,,,
1/30/2021,World,The West’s Patience With Uganda’s Strongman Wanes After a Bloody Election,Ugandan Leader’s Brutal Grip on Power Is Testing Patience of the West,NA,News,,,
3/22/2021,U.S.,Does Requiring Only Men to Register for the Draft Violate the Constitution?,Does a Men-Only Draft Violate the Constitution?,NA,News,,,
2/3/2021,World,She Escaped Pakistan. Now Her Father Has Been Thrown Into Jail.,"After an Activist’s Escape,  Pakistan Jails Her Father",NA,News,,,
3/23/2021,U.S.,"After Capitol Riot, Senate Taps Intelligence Official to Lead Security",3 Women Take Lead Roles On Capitol Security Team,NA,News,,,
2/4/2021,World,"Inside the Shadowy Militias Luring Unsuspecting Afghans to Fight, or Die","Shadowy Force Lures Afghans To Fight, or Die",NA,News,,,
6/4/2020,Opinion,Trump Uses the Military to Prove His Manhood,Trump Uses the Military to Prove His Manhood,NA,Op-Ed,,,
2/6/2021,World,"In Afghanistan, a Booming Kidney Trade Preys on the Poor",‘Everything Has a Value’: Afghanistan’s Kidney Trade Preys on the Poor,NA,News,,,
3/25/2021,U.S.,Biden Assails Republicans Over Voting Rights and Defends Record on Border,Biden Laces Into G.O.P.  On ‘Un-American’ Bids  To Limit Voting Rights,NA,News,,,
2/8/2021,World,"Before Himalayan Flood, India Ignored Warnings of Development Risks","Before Disaster, India Ignored Warnings of Dams’ Risks",NA,News,,,
3/25/2021,U.S.,"Timing Is Everything, Biden Says, and ‘Politics Is the Art of the Possible’","Outlining Goals in First News Conference, Biden Hails ‘Art of the Possible’",NA,News,,,
2/11/2021,World,The Newest Diplomatic Currency: Covid-19 Vaccines,Making Friends in a Pandemic By Using Vaccine Diplomacy,NA,News,,,
3/26/2021,U.S.,Officials Try to Sway Biden Using Intelligence on Potential for Taliban Takeover of Afghanistan,Some Officials Advise Against Afghan Pullout,NA,News,,,
3/26/2021,U.S.,House Taps Military Official to Lead Security,1st Black Sergeant-at-Arms In House History Is Named,NA,News,,,
2/15/2021,World,"The Taliban Close In on Afghan Cities, Pushing the Country to the Brink","Taliban Circle Afghan Cities,  Provoking U.S.",NA,News,,,
3/27/2021,U.S.,"The Original 20 Guantánamo Detainees: A Roster, and Where They Are Now","Nearly 20 Years After 9/11, 20 Diverging Paths",NA,News,,,
3/27/2021,U.S.,They Were Guantánamo’s First Detainees. Here’s Where They Are Now.,20 Lives Weigh On Plan to Shut Guantánamo,NA,News,,,
2/16/2021,World,European Court Backs Germany in Case Over 2009 Killings of Afghan Civilians,European Rights Court Backs Germany Over Killings of 90 Afghan Civilians,NA,News,,,
2/17/2021,World,A New Pregnancy and an Oprah Interview Refocus a Spotlight on Harry and Meghan,Away From Buckingham Palace but Not Out of the Spotlight,NA,News,,,
4/2/2021,U.S.,"Reversing Trump, Biden Repeals Sanctions on Human Rights Prosecutor",Sanctions Put on I.C.C. Prosecutor Are Revoked,NA,News,,,
6/27/2020,Opinion,"Trump, Not So Statuesque","Trump,  Not So Statuesque",NA,Op-Ed,,,
2/19/2021,World,Harry and Meghan to Give Up Official Royal Family Duties,"1 Year Later,  Royal Split Turns Official For Sussexes",NA,News,,,
2/19/2021,World,"China Is Preparing for Another Olympics in Beijing, Like It or Not","Another Olympics Invitation From China, Like It or Not",NA,News,,,
2/21/2021,World,"They Built Libraries to Honor Loved Ones, Women Felled by Bombings",Libraries Built as Monuments To Two Slain Afghan Women,NA,News,,,
2/21/2021,World,"Erik Prince, Trump Ally, Denies Role in Libya Mercenary Operation",Trump Ally Denies Role In $80 Million Scheme To Back Libyan Leader,NA,News,,,
2/22/2021,World,4 Aid Workers Are Shot Dead in Pakistan,Militants Kill 4 Pakistani Aid Workers in District Near Afghan Border,NA,News,,,
2/23/2021,World,Afghan Civilian Casualties Soared After Peace Talks’ Start,Afghan Civilian Casualties Rose After Peace Talks’ Start,NA,News,,,
2/23/2021,World,"Where a Vaccination Campaign Faces Skepticism, War and Corruption","Where a Vaccination Campaign Faces Skepticism, War and Corruption",NA,News,,,
7/1/2020,Opinion,Why Does Trump Put Russia First?,Trump Puts Russia First,NA,Op-Ed,,,
4/6/2021,U.S.,Capitol Rioters Face the Consequences of Their Selfie Sabotage,Star Witnesses Against Rioters: Their Online Boasts,NA,News,,,
2/24/2021,World,A Top Democrat Warns Against a Hasty Withdrawal of U.S. Troops From Afghanistan,Top Democrat Doesn’t Want Troops to Quit Afghanistan,NA,News,,,
4/13/2021,U.S.,Will Afghanistan Become a Terrorism Safe Haven Once Again?,"With Americans Gone, Will Afghanistan Return As a Haven for Terror?",NA,News,,,
4/13/2021,U.S.,Biden to Withdraw All Combat Troops From Afghanistan by Sept. 11,Biden Sets End Date for Nation’s Longest War,NA,News,,,
2/25/2021,World,Refugee Who Set Herself on Fire in Greece Is Charged With Arson,Refugee Who Set Herself on Fire in Greece Is Charged With Arson,NA,News,,,
2/25/2021,World,Pakistan and India Renew Pledge on Cease-Fire at Troubled Border,Pakistan  And India Renew Vow In Cease-Fire,NA,News,,,
2/25/2021,World,Canada’s Top Military Officer Steps Aside Amid Investigation,Canada’s Top Military Officer Steps Aside Amid Investigation,NA,News,,,
2/27/2021,World,‘I Wake Up and Scream’: Secret Taliban Prisons Terrorize Thousands,"In Secret Taliban Prisons, Each Day Brings Terror",NA,News,,,
2/28/2021,World,An Old Legal Doctrine That Puts War Criminals in the Reach of Justice,An Old Legal Doctrine Puts War Crime Suspects Within the Reach of Justice,NA,News,,,
3/2/2021,World,Three Women Working for a News Outlet Are Gunned Down in Afghanistan,Three Women Working for a News Outlet Are Gunned Down in Afghanistan,NA,News,,,
3/3/2021,World,I.C.C. Will Investigate Accusations of War Crimes in Israeli-Occupied Territories,International Court Is Opening War Crimes Inquiry on Israel and Militants,NA,News,,,
3/4/2021,Magazine,How One Looted Artifact Tells the Story of Modern Afghanistan, Written in Marble,NA,News,,,
4/13/2021,U.S.,"China Poses Biggest Threat to U.S., Intelligence Report Says",Intelligence Report Says  China Poses Top Threat,NA,News,,,
4/13/2021,U.S.,"After Backing Military Force in Past, U.S.A.I.D. Nominee Focuses on Deploying Soft Power","For Biden Nominee, a Chance to Use Soft Power to Ease Global Conflicts",NA,News,,,
3/5/2021,World,"They Were Journalists, and Women, and Targeted for Both","Where Being a Journalist, and a Woman, Could Cost You Your Life",The Interpreter,News,,,
4/14/2021,U.S.,‘No Victory Dance’: Veterans of Afghan War Feel Torn Over Pullout,Veterans of Afghan War Feel Torn Over Pullout,NA,News,,,
4/15/2021,U.S.,How the U.S. Plans to Fight From Afar After Troops Exit Afghanistan,U.S. Surveys Options to Strike From Afar After Exit From Afghanistan,NA,News,,,
3/7/2021,World,U.S. Pushes U.N.-Led Peace Conference in Letter to Afghan Leader,U.S. Moves to Jump-Start Talks  For Afghan Truce With Taliban,NA,News,,,
3/8/2021,World,"In One Afghan District, Peace From 8 A.M. to 5 P.M.","In One Afghan District, Peace From 8 A.M. to 5 P.M.",NA,News,,,
4/15/2021,U.S.,"Biden, Setting Afghanistan Withdrawal, Says ‘It Is Time to End the Forever War’",‘It Is Time to End the Forever War’,NA,News,,,
4/15/2021,U.S.,"White House Warns Russia on Bounties, but Stops Short of Sanctions",White House Stops Short of Sanctions Over Bounties,NA,News,,,
7/9/2020,Opinion,Tammy Duckworth: Tucker Carlson Doesn’t Know What Patriotism Is,America’s Imposter Patriots,NA,Op-Ed,,,
7/12/2020,Opinion,I Was a Counterterrorism Chief. Trump Knew What Russia Was Doing.,"Trump Knew, and Did Nothing",NA,Op-Ed,,,
3/13/2021,World,How a Longstanding Rivalry Spiraled Into 5 Deaths Between 2 Families,Exposé Reignites Feud;  At Least 5 Afghans Die,NA,News,,,
3/14/2021,World,"U.S. Has 1,000 More Troops in Afghanistan Than It Disclosed","As Biden Mulls Afghan Exit, U.S. Discloses 1,000 More Troops in Area",NA,News,,,
4/15/2021,U.S.,Biden Administration to Impose Tough Sanctions on Russia,U.S. to Place New Sanctions,NA,News,,,
4/17/2021,U.S.,"Debating Exit From Afghanistan, Biden Rejected Generals’ Views","Debating Exit, Biden Rejected Generals’ View",NA,News,,,
3/18/2021,World,"At Least 9 Dead in Afghan Helicopter Crash, After Clashes With Local Militia",At Least 9 Die in Crash of Afghan Military Copter After Clashes With Local Militia,NA,News,,,
4/17/2021,U.S.,A War Is Ending. A Pennsylvania Town Exhales.,A Pennsylvania Town Exhales at a War’s End,NA,News,,,
4/20/2021,U.S.,General Warns of Challenges to Tracking Terrorist Threats in Afghanistan After U.S. Exits,"Withdrawal  Will Erode Intelligence, General Says",NA,News,,,
3/19/2021,World,A Top Woman in Canada’s Military Issues a Stinging Rebuke of Its Culture,A Top Woman in Canada’s Military Issues a Rebuke,NA,News,,,
3/19/2021,World,"Tense Talks With China Left U.S. ‘Cleareyed’ About Beijing’s Intentions, Officials Say",Testy Exchange Shows the U.S. A Bolder China,NA,News,,,
3/20/2021,World,Even Suicide Bombings Can’t Keep These Students From School,"For Afghan Minorities, Getting an Education Means Risking Death",NA,News,,,
3/21/2021,World,U.S. Defense Secretary Makes Secret Visit to Afghanistan,Defense Chief Under Biden Secretly Visits Afghanistan,NA,News,,,
3/21/2021,World,"In Kabul’s Streets, Dogs Rule the Night",How Packs of Dogs Command Afghan Streets and Rule the Night,Kabul Dispatch,News,,,
3/22/2021,World,Foes in Afghan War See a Common Threat of Islamic State’s Return,Foes in Afghan War See Islamic State as Common Threat,NA,News,,,
4/20/2021,U.S.,Bush Says G.O.P. Has Become ‘to Some Degree Nativist’,Bush Scorns G.O.P. Turn On Borders And Trade,NA,News,,,
4/21/2021,U.S.,"Pentagon Seeks Carrier Deployment as It Exits Afghanistan, in Sign It’s Readying for a Fight",Pentagon Asks for a Carrier to Shield Its Afghan Exit,NA,News,,,
3/24/2021,World,Blinken’s Welcome by NATO Doesn’t Hide Differences on Key Issues,"In Europe, Blinken’s Warm Words for Allies Don’t Hide Differences",NA,News,,,
4/21/2021,U.S.,Biden’s Plan to End Afghanistan War Gives Some Detainees Hope for Release,Pullout From Afghanistan Gives Guantánamo Detainees Hope for Release,NA,News,,,
4/21/2021,U.S.,Biden Preparing to Declare That Atrocities Against Armenia Were Genocide,Biden to Declare Ottomans’ Atrocities Against Armenia Were Genocide,NA,News,,,
4/23/2021,U.S.,Biden Officials Place Hope in Taliban’s Desire for Legitimacy and Money,Officials Suggest Global Image May Be Moderating Force on Taliban,NA,News,,,
8/25/2020,Opinion,Biden Wants to Return to a ‘Normal’ Foreign Policy. That’s the Problem.,We Need Better Than a ‘Normal’ Foreign Policy,NA,Op-Ed,,,
4/24/2021,U.S.,"Breaking With Predecessors, Biden Declares Mass Killings of Armenians a Genocide",Biden Recognizes Ottoman-Era Massacre of Armenians as Genocide,NA,News,,,
4/27/2021,U.S.,"Part Victory Lap, Part Sales Job: Biden to Address Joint Session of Congress",Biden to List Victories And Pitch Objectives,NA,News,,,
4/29/2021,U.S.,Biden Seeks Shift in How the Nation Serves Its People,Biden Makes Case to Vastly Expand Government Role,NA,News,,,
3/29/2021,World,An Alliance of Autocracies? China Wants to Lead a New World Order.,"China Takes Message on the Road, Challenging U.S. for Global Leader Role",NA,News,,,
3/30/2021,World,Three Women Working to Vaccinate Children Are Shot Dead in Afghanistan,3 Polio Vaccine Workers  Are Killed in Afghanistan,NA,News,,,
3/30/2021,World,"The Taliban Think They Have Already Won, Peace Deal or Not",Taliban Believe  The War’s Over  And They Won,NA,News,,,
8/30/2020,Opinion,"President Trump, Don’t Leave My Brother, a Hostage, Behind","President Trump, Don’t Leave My Brother Behind",NA,Op-Ed,,,
3/31/2021,World,See How Rich Countries Got to the Front of the Vaccine Line,How Rich Countries Took Over the Front of the Line for Covid Shots,NA,Interactive Feature,,,
5/1/2021,U.S.,Trump’s Secret Rules for Drone Strikes Outside War Zones Are Disclosed,Trump Rules for Drone Strikes Are Disclosed,NA,News,,,
4/2/2021,World,"Myanmar’s Bloodshed Reveals a World That Has Changed, and Hasn’t","Bloodshed Reveals a World  That’s Changed, and Hasn’t",The Interpreter,News,,,
4/4/2021,World,U.S. Looks to Build on Secret Portions of Taliban Deal to Reduce Violence,U.S. Looks to Build on Secret Parts of Taliban Deal to Reduce Violence,NA,News,,,
4/5/2021,World,"The Iran Nuclear Talks, Explained",Negotiations With Iran To Restore Nuclear Deal Could Take a Long Time,NA,News,,,
5/6/2021,U.S.,Pentagon Struggles to Wean Afghan Military Off American Air Support,Pentagon Struggles to Wean Afghan Military From Dependency on U.S. Air Power,NA,News,,,
4/7/2021,World,"In Bid to Boost Its Profile, ISIS Turns to Africa’s Militants",ISIS and African Militants Join In a Marriage of Convenience,NA,News,,,
4/10/2021,World,Afghan President in ‘Desperate Situation’ as His Power Is Undermined,Afghan Security Fears Mount As Leader’s Influence Withers,NA,News,,,
5/7/2021,U.S.,Russian Spy Team Left Traces That Bolstered C.I.A.’s Bounty Judgment,C.I.A. Found Evidence  On Russia Bounty Claim,NA,News,,,
5/9/2021,U.S.,McCarthy Officially Backs Stefanik to Replace Cheney in House Leadership,McCarthy Endorses Bid to Replace Cheney,NA,News,,,
5/10/2021,U.S.,U.S. Defends Detention of Afghan at Guantánamo Despite Pullout,"U.S. Defends Detention of Afghan Citizen, Even as It Withdraws From Afghanistan",NA,News,,,
5/11/2021,U.S.,A Black Colonel Takes Command of a Key Marine Corps Brigade,Marines Put Black Leader In Charge Of Top Unit,NA,News,,,
